KCAL	SODI	SUGR	FF	TFAT	PFAT	CHL	ATOC	ATOA	VARA	ACAR	BCAR	CRYP	LYCO	LZ	IRON	VB2	NIAC	FDFE	VB12	B12A	VC	VD	CALC	PHOS	POTA	COPP	CAFF	THEO	ALCO	MOIS	S140	S100	S120	M161	M201	M221	P226	P225
773	886	21.39	58.5	43.755	8.6965	100.4	17.725	10.015	394	0	22.5	0	0	6.5	9.22	1.764	21.008	495.5	3.815	3.165	113.55	0.2	672.5	927	885.5	1.9345	3.5	29.5	0	2024.49	1.371	0.247	0.908	0.476	0.052	0	0.0215	0.003
1942	2909	161.715	138.5	55.99	11.007	361	3.705	0	238	0.5	278	58.5	4952.5	453.5	12.43	1.7195	21.8645	400	3.825	0	28.5	1.5	520.5	1090.5	2374.5	1.021	378.5	30	0	3193.265	1.849	0.404	1.813	1.2515	0.215	0.149	0.029	0.0325
998	1244.5	61.76	79.5	46.69	10.8595	143.15	5.415	0	543.5	1548.5	3783.5	7.5	0.5	309	5.47	1.0295	11.5565	183.5	2.78	0.285	92.3	4.85	775	791.5	1601	0.3865	0	0	0	995.96	1.3185	0.358	0.4145	0.436	0.2605	0.0145	0.0015	0.01
1657.5	3239.5	103.865	197.5	53.99	12.826	233	7.275	0.9	761	1773	5480.5	69.5	4124.5	2555.5	15.535	1.571	25.3065	578.5	2.95	0	99.05	2.15	857	1327	2693	0.996	0	0	0	1821.445	1.653	0.305	0.3475	0.985	0.154	0.0045	0.009	0.0175
2723	5746	240.775	402.5	71.695	19.7235	342.1	6.305	0	611	894	5203.5	186	28188.5	4450.5	14.97	1.265	23.572	513	1.395	0	301.1	1.75	844	1220.5	5209	2.0615	105	18.5	44.45	5267.345	1.351	0.3125	0.3995	0.946	0.286	0.0555	0.046	0.021
2004.5	3140.5	35.89	244.5	61.95	19.0425	445.35	10.01	0	603.5	29.5	4011	64	15495.5	5274.5	10.455	1.8205	22.221	371	1.745	0	78.15	3.5	620.5	1054.5	2625.5	0.876	231	0	83.7	3218.49	1.424	0.387	0.395	0.7225	0.182	0.0015	0.186	0.0355
1845.5	2629	118.85	125.5	70.295	11.8175	362.2	5.39	0	1045.5	22.5	281.5	18.5	3733	741	14.325	2.585	23.6225	641.5	8.185	2.275	34.95	10.7	1242.5	1594.5	2271	0.823	26.5	28.5	0	2854.21	2.955	0.7625	1.0745	1.007	0.372	0.041	0.133	0.0215
1935	4234.5	52.01	122.5	106.62	36.335	245.15	9.965	0	293	28.5	591	59	1500.5	347	10.015	1.4125	25.379	327.5	2.185	0	14.2	2.65	780.5	1222.5	1701	0.824	2.5	64	0	1603.51	1.369	0.3425	0.346	1.146	0.4845	0.044	0.008	0.01
1188.5	1771	85.805	79	39.035	6.369	143.1	2.01	0	268	3	164	0	3005	112	9.42	1.1685	15.2475	403.5	2.94	0.85	10.35	2.9	662	699.5	841	0.414	55	16	0	1570.475	1.603	0.3825	0.5575	0.9335	0.1615	0.0225	0.005	0.019
1608.5	2209.5	108.11	60	57.885	21.2495	183.35	4.91	0	531.5	11	177	27.5	0	345.5	15.04	1.0075	21.2925	617.5	5.18	1.72	44.85	4.75	967	852.5	1346.5	0.83	11.5	104.5	0	3836.58	0.8475	0.243	0.276	0.439	0.155	0.018	0.155	0.005
1222	1100.5	53.645	98	51.42	12.609	345.45	15.135	12.17	736.5	50	263	10.5	772	691	28.54	1.775	20.77	417.5	5.385	3.96	78.4	9.1	1101	1044	1558.5	0.9005	0	0	0	1385.18	0.6475	5.1825	0.3185	0.4505	0.087	5e-04	0.135	0.0105
2474	5350.5	119.06	145	96.745	17.9105	243.8	8.95	0	544	70.5	1363	124	24607	701	25.375	2.089	28.98	776.5	6.7	1.935	125.65	2.55	1172	1393.5	2390.5	1.12	104.5	0	0	2076.465	2.507	0.495	0.7725	1.272	0.2845	5e-04	0.0045	0.0155
1458.5	1992.5	82.83	86	75.05	19.5475	197.85	5.105	0	267	174	933.5	4.5	0	422	7.85	1.1725	12.4525	222.5	2.23	0	8	0.65	617.5	686.5	1367	1.142	173	89	0	2302.71	2.0625	0.508	1.7665	0.8305	0.186	0.008	0.087	0.016
1058.5	1941.5	87.47	73	30.765	4.6995	111.4	1.49	0	347	0	36	1.5	0	60.5	10.215	1.04	18.546	484.5	4.21	2.805	21.45	2.3	579.5	645	1087.5	0.6565	16.5	0	0	2893.855	1.576	0.3895	0.4715	0.596	0.0665	0.001	0.003	0.0075
1577.5	2327	130.475	138.5	47.115	8.6125	283.1	3.82	0	675.5	1457.5	3277	16	13.5	395.5	7.725	2.0475	22.5115	274.5	3.875	0	33.55	4.95	888.5	1217.5	2775	0.9415	381.5	15	0	2947.585	1.268	0.2965	0.361	1.1065	0.13	0.002	0.002	0.015
1643	2723	120.78	118.5	59.615	15.24	172.65	6.08	0	200.5	145	514.5	48	526	389	8.505	1.1885	11.3335	252	2.365	0	37.05	1.7	833.5	1093.5	1968.5	0.9515	80.5	0	0	4171.42	1.8725	0.4425	1.89	0.4155	0.1865	0.0125	0.077	0.011
2203	3628.5	132.825	364.5	67.675	13.947	439.1	7.225	0	512	116	2845.5	183	3482	961	17.125	1.998	20.905	655	2.22	0	112.65	3.05	796	1391.5	2379	1.3215	102	54.5	0	2606.765	1.6165	0.2585	1.1715	1.1715	0.1995	0	0.077	0.0155
2916	4350.5	155.41	384	98.325	25.649	338.6	7.85	0	397.5	180	1259.5	558.5	2009.5	974.5	19.23	2.64	42.2615	691	2.09	0	253	1.25	1229	1723.5	4197	1.608	182.5	37.5	0	3541.855	2.629	0.738	1.145	0.8885	0.272	0.104	0.011	0.031
1092	360.5	106.885	29.5	53.91	11.1685	177.1	8.67	8.475	1029.5	409	1672.5	44	0	1098	25.175	1.3845	15.643	324.5	4.195	4.195	118.45	15.6	1078	667.5	1500.5	0.9545	0	0	0	1664.785	2.353	0.8125	5.676	0.0895	0.0425	0	0.1495	0
1766	2529.5	125.555	82.5	59.665	11.175	184.3	3.495	0	699	16	168.5	2	1963.5	542	17.55	2.2795	18.8545	671.5	6.56	2.705	22	8.6	1463.5	1199	1438.5	0.601	54.5	39	0	1846.36	3.188	0.831	1.2165	0.675	0.1385	0.003	0.007	0.0165
1458.5	2926.5	54.135	126	73.1	18.7395	194.8	3.8	0	672	1510	4043.5	370.5	264	760.5	6.5	1.185	18.6665	203.5	2.285	0	38.2	3.9	1015	1162	1691	0.4475	8	0	0	1269.305	2.8435	0.585	0.57	1.4795	0.2725	0.0175	0.013	0.028
1282	1297	45.485	176	83.71	48.3325	194.5	3.505	0	448.5	47	2708	34	4050	1516.5	6.83	1.213	14.276	237	3.62	0	84.25	3.3	559	905	1937.5	1.5765	195	5	0	1995.315	0.7455	0.175	0.2005	0.308	0.2125	0.013	0.1195	0.012
1820	3137	85.695	103	83.795	10.9835	203.6	5.245	0	968.5	681	1775	36	4490.5	360.5	14.77	4.103	19.743	999	2.79	0	2.65	1.6	1292.5	1204.5	1649	0.888	2	13.5	0	1187.46	5.6485	1.5115	1.981	1.184	0.195	0.019	0.0035	0.032
2647	3727.5	84.18	490.5	133.27	38.767	463.2	14.865	0	450.5	135	1021	119	5.5	846	16.955	2.131	31.404	661.5	2.41	0	211.65	4.55	1161.5	1826.5	3713	2.451	81.5	33	0	3172.5	1.388	0.386	0.6405	0.974	0.7185	0.019	0.03	0.01
1234.5	1264	73.535	120	60.32	13.2365	342.1	4.845	0	490	43	275.5	114.5	737	1247	11.3	1.122	6.663	350	2.75	1.45	115.6	3.85	306	553	1214.5	0.6425	1.5	12.5	0	1044.08	3.2215	0.9515	5.6275	0.5495	0.0905	0.0025	0.0705	0.0095
1055.5	2833	41.25	130.5	63.7	18.7265	228.85	6.075	0	343	83.5	3149	4	2087	1335	5.565	2.224	17.472	165	2.675	0	20.6	1.5	348.5	704.5	2145	0.3845	839	45	0	2843.63	1.0495	0.234	0.1595	0.8345	0.27	0.0125	0.0465	0.0205
1825	3418.5	72.565	158.5	63.845	12.5865	192.9	4.01	0	531.5	0.5	292	2	5058	230.5	13.88	1.9	22.1175	592.5	4.145	0	8.5	4.5	1302	1389.5	1656.5	0.737	52	52.5	0	1496.56	2.5205	0.6125	0.7615	1.163	0.2745	0.041	0.02	0.036
1975	4906	95.655	179.5	71.845	15.9145	342.8	9.8	0	440	811	3495.5	39.5	25586.5	1844.5	15.625	2.0765	31.297	503	5.91	0	37.85	3.1	653	1270.5	3099	1.0525	422.5	40.5	0	2920.395	1.7995	0.3335	0.6185	0.9215	0.2725	0.014	0.0975	0.038
3707	5945.5	261.56	271	130.9	27.3895	449.75	10.715	0.025	734	39	690	154	9521.5	735.5	21.48	3.0925	28.651	770.5	7.01	0	121.85	9.85	2335	2830	3726.5	1.517	32.5	98	0	2726.335	4.668	0.856	0.887	1.9545	0.411	0.049	0.0715	0.0505
1664.5	2790	92.625	118.5	56.755	12.6885	189.8	4.9	0	304	1.5	171	47	603	276.5	13.475	1.627	21.31	603	3.76	1.47	107.8	5.6	757	1135	2118	0.842	1	28.5	0	1633.53	1.305	0.3395	0.3895	0.554	0.2815	0.0055	0.003	0.01
1300	1867	71.45	90	58.485	9.847	151.1	3.61	0	396.5	0	244.5	29	2093	172.5	8.2	1.0945	11.3285	248	2.55	0.285	11.85	2.5	637.5	827	1421	0.56	5.5	66.5	0	820.225	2.621	0.5865	0.6685	1.257	0.179	0.039	0.002	0.012
1236.5	1840	78.835	84	48.465	9.574	150.95	3.67	0	216.5	0	10	1.5	0	89	9.95	0.933	9.22	266.5	0.72	0	17.3	0.55	428.5	621.5	1363	0.7	118.5	86.5	0	1315.16	0.9255	0.1985	0.9235	0.6065	0.1835	0.039	0.0095	0.0095
2554.5	3934	84.535	422	128.98	24.2685	374.2	12.05	0	416	89.5	1693.5	133.5	10444	979	14.045	2.979	29.562	696.5	3.71	0	58.5	5.4	927.5	1570	4455	1.5145	430	141.5	0	3244.315	2.84	0.639	0.9595	2.4875	0.4435	0.0315	0.007	0.0205
1175.5	2357.5	40.375	135.5	56.535	13.503	502.15	7.715	2.11	662.5	69	749	259.5	1586.5	1131.5	9.915	1.577	18.052	288.5	2.905	0	47.1	5.2	750.5	1264.5	1695.5	0.927	4.5	2.5	0	2445.89	1.267	0.312	0.3285	0.9965	0.1835	0.0035	0.0925	0.0255
1992.5	5162.5	126.685	253	56.535	9.453	561.35	9.44	0	242.5	66	1826.5	0.5	15712	3315.5	14.15	3.26	54.533	320.5	2.135	0	59.75	0.25	457	1487	4677.5	1.3045	1026	149	0	5608.345	0.9545	0.318	0.2475	1.2315	0.0775	0	0.02	0.03
1750.5	3285.5	63.485	168.5	66.845	13.052	313.65	7.31	0	561.5	372.5	1230	92.5	10021.5	1275	12.375	1.3255	19.814	551.5	3.205	0	76.05	2.05	541.5	1069.5	1895	1.3945	8.5	75	0	1546.96	1.7165	0.4115	0.491	0.7495	0.1875	0.004	0.0495	0.0195
1492.5	2378.5	61.815	285	64.045	20.264	185	7.725	0	291.5	268.5	2142.5	178.5	7525.5	793	10.525	1.0665	18.0215	399	0.88	0	32.75	1	500	927.5	2262	1.2455	122	18.5	0	2411.19	0.7755	0.2255	1.0495	0.3895	0.165	0.0045	0.0065	0.0055
1902.5	3077.5	100.36	171	81.87	13.8875	372.6	6.56	0	470.5	96	400	354.5	2145	636	12.03	1.9315	18.0385	366.5	6.455	0	29.8	8.45	1178.5	1405	2049.5	0.893	217.5	0	0	2210.095	3.322	0.687	0.9565	1.3505	0.3375	0.142	0.3215	0.0655
1344.5	1645.5	74.67	114.5	60.445	16.251	319.4	5.385	0	249	36.5	297.5	12	925.5	418.5	6.445	0.93	12.313	185	3.47	0	24.15	1.9	417	783.5	1365	0.579	48	0	0	1608.33	1.336	0.277	0.3085	0.7335	0.2225	0.0095	0.1155	0.0245
2428	3662.5	137.46	399	99.905	27.8295	730	10.575	0	5820	1388.5	3914	252.5	2703.5	1597.5	13.77	5.124	34.099	495.5	55.165	0	93.75	10.5	1099	1951	3866.5	10.6205	217	0	0	4312.795	2.585	1.015	0.8215	1.119	0.3185	0.0475	0.578	0.107
1336	1540.5	74.1	96.5	44.855	7.6825	149.15	3.565	0	310	5	56.5	25.5	0	182.5	19.915	1.773	13.368	553.5	4.47	1.38	42.8	5.25	1106.5	1342	1691.5	0.7175	0	0	0	1707.7	2.459	0.6075	2.058	0.3055	0.1515	0.0085	0	0.01
1275.5	1962	82.875	128.5	45.23	12.3405	148.85	3.57	0	568.5	33	1530.5	48.5	2637	163	6.93	1.7515	16.604	255.5	2.26	0	181.2	2.95	906	815.5	2069.5	0.6715	0	0	0	1316.865	1.453	0.3145	0.37	0.652	0.117	0.0215	0.002	0.0085
